설치장소명,세부위치내용,시도명,시군구명,소재지도로명주소,소재지지번주소,위도,경도,수거품목명,수거함수량,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
죽왕보건지소,,강원특별자치도,고성군,강원특별자치도 고성군 죽왕면 심층수길 9,강원특별자치도 고성군 죽왕면 오호리 64-2,38.32541751,128.5257667,폐건전지,1,강원특별자치도 고성군 환경과,033-680-3982,2026-03-17,4341000,강원특별자치도 고성군
금강농업협동조합 죽왕지점,,강원특별자치도,고성군,강원특별자치도 고성군 죽왕면 동해대로 5889,강원특별자치도 고성군 죽왕면 오호리 323-1,38.3277123,128.5240431,폐건전지,1,강원특별자치도 고성군 환경과,033-680-3982,2026-03-17,4341000,강원특별자치도 고성군
죽왕수산업협동조합,,강원특별자치도,고성군,강원특별자치도 고성군 죽왕면 심층수길 14,강원특별자치도 고성군 죽왕면 오호리 64-14,38.32560792,128.5267027,폐건전지,1,강원특별자치도 고성군 환경과,033-680-3982,2026-03-17,4341000,강원특별자치도 고성군
죽왕우체국,,강원특별자치도,고성군,강원특별자치도 고성군 죽왕면 동해대로 5901-1,강원특별자치도 고성군 죽왕면 오호리 321-2,38.32915486,128.5240076,폐건전지,1,강원특별자치도 고성군 환경과,033-680-3982,2026-03-17,4341000,강원특별자치도 고성군
고성경찰서 죽왕파출소,,강원특별자치도,고성군,강원특별자치도 고성군 죽왕면 심층수길 15,강원특별자치도 고성군 죽왕면 오호리 64-11,38.3259529,128.5264005,폐건전지,1,강원특별자치도 고성군 환경과,033-680-3982,2026-03-17,4341000,강원특별자치도 고성군
명파보건진료소,,강원특별자치도,고성군,강원특별자치도 고성군 현내면 금강산로 814,강원특별자치도 고성군 현내면 명파리 611-36,38.53897481,128.4021994,폐건전지,1,강원특별자치도 고성군 환경과,033-680-3982,2026-03-17,4341000,강원특별자치도 고성군
산학보건진료소,,강원특별자치도,고성군,강원특별자치도 고성군 현내면 산학2길 2-13,강원특별자치도 고성군 현내면 산학리 172-3,38.47637663,128.4088223,폐건전지,1,강원특별자치도 고성군 환경과,033-680-3982,2026-03-17,4341000,강원특별자치도 고성군
현내보건지소,,강원특별자치도,고성군,강원특별자치도 고성군 현내면 대진6길 20,강원특별자치도 고성군 현내면 대진리 124-1,38.49926233,128.4236886,폐건전지,1,강원특별자치도 고성군 환경과,033-680-3982,2026-03-17,4341000,강원특별자치도 고성군
현내면청소년문화의집,,강원특별자치도,고성군,강원특별자치도 고성군 현내면 대진2길 12,강원특별자치도 고성군 현내면 대진리 189-7,38.49368411,128.4269743,폐건전지,1,강원특별자치도 고성군 환경과,033-680-3982,2026-03-17,4341000,강원특별자치도 고성군
통일전망대안보공원,,강원특별자치도,고성군,강원특별자치도 고성군 현내면 금강산로 481,강원특별자치도 고성군 현내면 마차진리 188,38.51441872,128.4166567,폐건전지,1,강원특별자치도 고성군 환경과,033-680-3982,2026-03-17,4341000,강원특별자치도 고성군
거진농업협동조합 현내지점,,강원특별자치도,고성군,강원특별자치도 고성군 현내면 한나루로 55,강원특별자치도 고성군 현내면 대진리 202-1,38.49358555,128.4279874,폐건전지,1,강원특별자치도 고성군 환경과,033-680-3982,2026-03-17,4341000,강원특별자치도 고성군
대진우체국,,강원특별자치도,고성군,강원특별자치도 고성군 현내면 한나루로 87-1,강원특별자치도 고성군 현내면 철통리 128-1,38.4960873,128.4264439,폐건전지,1,강원특별자치도 고성군 환경과,033-680-3982,2026-03-17,4341000,강원특별자치도 고성군
고성축산업협동조합 거진지점,,강원특별자치도,고성군,강원특별자치도 고성군 거진읍 거탄진로 141,강원특별자치도 고성군 거진읍 거진리 287-61,38.44735043,128.4559658,폐건전지,1,강원특별자치도 고성군 환경과,033-680-3982,2026-03-17,4341000,강원특별자치도 고성군
속초해양경찰서 거진파출소,,강원특별자치도,고성군,강원특별자치도 고성군 거진읍 거진항1길 11,강원특별자치도 고성군 거진읍 거진리 148-59,38.44858707,128.4590843,폐건전지,1,강원특별자치도 고성군 환경과,033-680-3982,2026-03-17,4341000,강원특별자치도 고성군
거진우체국,,강원특별자치도,고성군,강원특별자치도 고성군 거진읍 거탄진로 102,강원특별자치도 고성군 거진읍 거진리 337-1,38.44440714,128.4539453,폐건전지,1,강원특별자치도 고성군 환경과,033-680-3982,2026-03-17,4341000,강원특별자치도 고성군
거진농업협동조합,,강원특별자치도,고성군,강원특별자치도 고성군 거진읍 거진길 32,강원특별자치도 고성군 거진읍 거진리 283-2,38.44689711,128.4547224,폐건전지,1,강원특별자치도 고성군 환경과,033-680-3982,2026-03-17,4341000,강원특별자치도 고성군
고성군수산업협동조합,,강원특별자치도,고성군,강원특별자치도 고성군 거진읍 거탄진로 194,강원특별자치도 고성군 거진읍 거진리 22-51,38.44915891,128.4612505,폐건전지,1,강원특별자치도 고성군 환경과,033-680-3982,2026-03-17,4341000,강원특별자치도 고성군
고성경찰서 금강파출소,,강원특별자치도,고성군,강원특별자치도 고성군 거진읍 거진길 67,강원특별자치도 고성군 거진읍 거진리 160-2,38.44924795,128.4571105,폐건전지,1,강원특별자치도 고성군 환경과,033-680-3982,2026-03-17,4341000,강원특별자치도 고성군
한국전력고성지사,,강원특별자치도,고성군,강원특별자치도 고성군 간성읍 간성로30번길 14,강원특별자치도 고성군 간성읍 신안리 319-4,38.38027506,128.4730589,폐건전지,1,강원특별자치도 고성군 환경과,033-680-3982,2026-03-17,4341000,강원특별자치도 고성군
KT고성지사,,강원특별자치도,고성군,강원특별자치도 고성군 간성읍 간성로30번길 7,강원특별자치도 고성군 간성읍 신안리 255,38.37973137,128.4714572,폐건전지,1,강원특별자치도 고성군 환경과,033-680-3982,2026-03-17,4341000,강원특별자치도 고성군
고성군산림조합,,강원특별자치도,고성군,강원특별자치도 고성군 간성읍 간성북로 3,강원특별자치도 고성군 간성읍 신안리 261-13,38.37949224,128.4706224,폐건전지,1,강원특별자치도 고성군 환경과,033-680-3982,2026-03-17,4341000,강원특별자치도 고성군
고성소방서,,강원특별자치도,고성군,강원특별자치도 고성군 간성읍 수성로 37-11,강원특별자치도 고성군 간성읍 신안리 170,38.37685578,128.4740918,폐건전지,1,강원특별자치도 고성군 환경과,033-680-3982,2026-03-17,4341000,강원특별자치도 고성군
고성경찰서 간성파출소,,강원특별자치도,고성군,강원특별자치도 고성군 간성읍 간성로 104,강원특별자치도 고성군 간성읍 상리 180,38.3811019,128.4646284,폐건전지,1,강원특별자치도 고성군 환경과,033-680-3982,2026-03-17,4341000,강원특별자치도 고성군
간성우체국,,강원특별자치도,고성군,강원특별자치도 고성군 간성읍 간성로67번길 3,강원특별자치도 고성군 간성읍 하리 32-5,38.37906547,128.4676658,폐건전지,1,강원특별자치도 고성군 환경과,033-680-3982,2026-03-17,4341000,강원특별자치도 고성군
고성신용협동조합,,강원특별자치도,고성군,강원특별자치도 고성군 간성읍 간성로 53,강원특별자치도 고성군 간성읍 하리 6-3,38.37918577,128.469108,폐건전지,1,강원특별자치도 고성군 환경과,033-680-3982,2026-03-17,4341000,강원특별자치도 고성군
금강농업협동조합,,강원특별자치도,고성군,강원특별자치도 고성군 간성읍 간성로 32,강원특별자치도 고성군 간성읍 신안리 253,38.37917575,128.4716727,폐건전지,1,강원특별자치도 고성군 환경과,033-680-3982,2026-03-17,4341000,강원특별자치도 고성군
동광산업과학고등학교,,강원특별자치도,고성군,강원특별자치도 고성군 토성면 백촌길 30-15,강원특별자치도 고성군 토성면 백촌리 187,38.29445454,128.5429663,폐건전지,1,강원특별자치도 고성군 환경과,033-680-3982,2026-03-17,4341000,강원특별자치도 고성군
대진고등학교,,강원특별자치도,고성군,강원특별자치도 고성군 현내면 화진포길 476,강원특별자치도 고성군 현내면 초도리 75,38.48543228,128.4332478,폐건전지,1,강원특별자치도 고성군 환경과,033-680-3982,2026-03-17,4341000,강원특별자치도 고성군
거진고등학교,,강원특별자치도,고성군,강원특별자치도 고성군 거진읍 거탄진로 39-13,강원특별자치도 고성군 거진읍 거진리 432,38.4392558,128.4513071,폐건전지,1,강원특별자치도 고성군 환경과,033-680-3982,2026-03-17,4341000,강원특별자치도 고성군
동광중학교,,강원특별자치도,고성군,강원특별자치도 고성군 토성면 백촌길 30-15,강원특별자치도 고성군 토성면 백촌리 187,38.29445454,128.5429663,폐건전지,1,강원특별자치도 고성군 환경과,033-680-3982,2026-03-17,4341000,강원특별자치도 고성군
대진중학교,,강원특별자치도,고성군,강원특별자치도 고성군 현내면 화진포길 476,강원특별자치도 고성군 현내면 초도리 75,38.48543228,128.4332478,폐건전지,1,강원특별자치도 고성군 환경과,033-680-3982,2026-03-17,4341000,강원특별자치도 고성군
거진중학교,,강원특별자치도,고성군,강원특별자치도 고성군 거진읍 거평로 69,강원특별자치도 고성군 거진읍 봉평리 31-1,38.44714745,128.4480834,폐건전지,1,강원특별자치도 고성군 환경과,033-680-3982,2026-03-17,4341000,강원특별자치도 고성군
"고성중학교, 고성고등학교",,강원특별자치도,고성군,강원특별자치도 고성군 간성읍 수성로 125,강원특별자치도 고성군 간성읍 상리 361,38.37823178,128.4611548,폐건전지,2,강원특별자치도 고성군 환경과,033-680-3982,2026-03-17,4341000,강원특별자치도 고성군
인흥초등학교,,강원특별자치도,고성군,강원특별자치도 고성군 토성면 인흥1길 26,강원특별자치도 고성군 토성면 인흥리 180,38.23705041,128.5511643,폐건전지,1,강원특별자치도 고성군 환경과,033-680-3982,2026-03-17,4341000,강원특별자치도 고성군
도학초등학교,,강원특별자치도,고성군,강원특별자치도 고성군 토성면 무릉도원로 486,강원특별자치도 고성군 토성면 도원리 193-1,38.27271584,128.5014032,폐건전지,1,강원특별자치도 고성군 환경과,033-680-3982,2026-03-17,4341000,강원특별자치도 고성군
동광초등학교,,강원특별자치도,고성군,강원특별자치도 고성군 토성면 교암1길 15,강원특별자치도 고성군 토성면 교암리 86,38.28843711,128.5434617,폐건전지,1,강원특별자치도 고성군 환경과,033-680-3982,2026-03-17,4341000,강원특별자치도 고성군
아야진초등학교,,강원특별자치도,고성군,강원특별자치도 고성군 토성면 아야진길 15,강원특별자치도 고성군 토성면 아야진리 200,38.2734619,128.549254,폐건전지,1,강원특별자치도 고성군 환경과,033-680-3982,2026-03-17,4341000,강원특별자치도 고성군
천진초등학교,,강원특별자치도,고성군,강원특별자치도 고성군 토성면 천진1길 14,강원특별자치도 고성군 토성면 천진리 181,38.25738869,128.557028,폐건전지,1,강원특별자치도 고성군 환경과,033-680-3982,2026-03-17,4341000,강원특별자치도 고성군
오호초등학교,,강원특별자치도,고성군,강원특별자치도 고성군 죽왕면 황포길 28,강원특별자치도 고성군 죽왕면 삼포리 152-3,38.31379914,128.5318717,폐건전지,1,강원특별자치도 고성군 환경과,033-680-3982,2026-03-17,4341000,강원특별자치도 고성군
공현진초등학교,,강원특별자치도,고성군,강원특별자치도 고성군 죽왕면 한옥길 49,강원특별자치도 고성군 죽왕면 공현진리 334,38.3235202,128.4889692,폐건전지,1,강원특별자치도 고성군 환경과,033-680-3982,2026-03-17,4341000,강원특별자치도 고성군
죽왕초등학교,,강원특별자치도,고성군,강원특별자치도 고성군 죽왕면 송지호로 6,강원특별자치도 고성군 죽왕면 오호리 225,38.33038148,128.5223505,폐건전지,1,강원특별자치도 고성군 환경과,033-680-3982,2026-03-17,4341000,강원특별자치도 고성군
대진초등학교,,강원특별자치도,고성군,강원특별자치도 고성군 현내면 대진3길 15,강원특별자치도 고성군 현내면 대진리 148,38.49700206,128.4234895,폐건전지,1,강원특별자치도 고성군 환경과,033-680-3982,2026-03-17,4341000,강원특별자치도 고성군
거성초등학교,,강원특별자치도,고성군,강원특별자치도 고성군 거진읍 거성길 38,강원특별자치도 고성군 거진읍 거진리 180,38.45258126,128.4571603,폐건전지,1,강원특별자치도 고성군 환경과,033-680-3982,2026-03-17,4341000,강원특별자치도 고성군
거진초등학교,,강원특별자치도,고성군,강원특별자치도 고성군 거진읍 자산길 19,강원특별자치도 고성군 거진읍 자산리 72,38.43847081,128.4448588,폐건전지,1,강원특별자치도 고성군 환경과,033-680-3982,2026-03-17,4341000,강원특별자치도 고성군
광산초등학교,,강원특별자치도,고성군,강원특별자치도 고성군 간성읍 진부령로 2427,강원특별자치도 고성군 간성읍 광산리 193,38.37529395,128.4138623,폐건전지,1,강원특별자치도 고성군 환경과,033-680-3982,2026-03-17,4341000,강원특별자치도 고성군
